date,homeTeam,awayTeam,homeScore,awayScore,elo_home_before,elo_away_before,expected_home,expected_away,result_home,result_away,G,elo_home_after,elo_away_after
01/02/2026,Oud-Heverlee Leuven A,Yellow-Red KV.Mechelen A,,,1457.48,1532.84,0.3932,0.6068,,,0.0,1457.48,1532.84
01/02/2026,Cercle Brugge K.SV. A,R.Antwerp F.C. A,,,1416.7,1516.58,0.3601,0.6399,,,0.0,1416.7,1516.58
01/02/2026,K.St.-Truidense VV. A,SP du Pays de Charleroi A,,,1559.49,1465.55,0.632,0.368,,,0.0,1559.49,1465.55
01/02/2026,FC.V.Dender E.H.,K.RC.Genk A,,,1396.05,1483.92,0.3762,0.6238,,,0.0,1396.05,1483.92
01/02/2026,R.Standard de Liège A,R.SC.Anderlecht A,,,1486.25,1575.36,0.3745,0.6255,,,0.0,1486.25,1575.36
01/02/2026,RAAL La Louviere A,K.AA.Gent A,,,1446.54,1467.94,0.4692,0.5308,,,0.0,1446.54,1467.94
01/02/2026,R.Union St.-Gilloise A,Club Brugge KV. A,,,1631.46,1570.65,0.5866,0.4134,,,0.0,1631.46,1570.65
08/02/2026,SV.Zulte Waregem A,FC.V.Dender E.H.,,,1502.57,1396.05,0.6487,0.3513,,,0.0,1502.57,1396.05
08/02/2026,K.AA.Gent A,Oud-Heverlee Leuven A,,,1467.94,1457.48,0.515,0.485,,,0.0,1467.94,1457.48
08/02/2026,Club Brugge KV. A,R.Standard de Liège A,,,1570.65,1486.25,0.6191,0.3809,,,0.0,1570.65,1486.25
08/02/2026,SP du Pays de Charleroi A,Cercle Brugge K.SV. A,,,1465.55,1416.7,0.5698,0.4302,,,0.0,1465.55,1416.7
08/02/2026,K.RC.Genk A,R.SC.Anderlecht A,,,1483.92,1575.36,0.3714,0.6286,,,0.0,1483.92,1575.36
08/02/2026,Yellow-Red KV.Mechelen A,R.Antwerp F.C. A,,,1532.84,1516.58,0.5234,0.4766,,,0.0,1532.84,1516.58
08/02/2026,R.Union St.-Gilloise A,RAAL La Louviere A,,,1631.46,1446.54,0.7435,0.2565,,,0.0,1631.46,1446.54
08/02/2026,K.VC.Westerlo A,K.St.-Truidense VV. A,,,1490.62,1559.49,0.4022,0.5978,,,0.0,1490.62,1559.49
15/02/2026,Yellow-Red KV.Mechelen A,K.RC.Genk A,,,1532.84,1483.92,0.5699,0.4301,,,0.0,1532.84,1483.92
15/02/2026,R.SC.Anderlecht A,RAAL La Louviere A,,,1575.36,1446.54,0.6773,0.3227,,,0.0,1575.36,1446.54
15/02/2026,Cercle Brugge K.SV. A,Club Brugge KV. A,,,1416.7,1570.65,0.2919,0.7081,,,0.0,1416.7,1570.65
15/02/2026,K.St.-Truidense VV. A,SV.Zulte Waregem A,,,1559.49,1502.57,0.5812,0.4188,,,0.0,1559.49,1502.57
15/02/2026,R.Antwerp F.C. A,K.VC.Westerlo A,,,1516.58,1490.62,0.5373,0.4627,,,0.0,1516.58,1490.62
15/02/2026,SP du Pays de Charleroi A,K.AA.Gent A,,,1465.55,1467.94,0.4966,0.5034,,,0.0,1465.55,1467.94
15/02/2026,R.Standard de Liège A,R.Union St.-Gilloise A,,,1486.25,1631.46,0.3024,0.6976,,,0.0,1486.25,1631.46
15/02/2026,Oud-Heverlee Leuven A,FC.V.Dender E.H.,,,1457.48,1396.05,0.5875,0.4125,,,0.0,1457.48,1396.05
22/02/2026,SV.Zulte Waregem A,R.SC.Anderlecht A,,,1502.57,1575.36,0.3968,0.6032,,,0.0,1502.57,1575.36
22/02/2026,FC.V.Dender E.H.,K.St.-Truidense VV. A,,,1396.05,1559.49,0.2807,0.7193,,,0.0,1396.05,1559.49
22/02/2026,R.Union St.-Gilloise A,R.Antwerp F.C. A,,,1631.46,1516.58,0.6596,0.3404,,,0.0,1631.46,1516.58
22/02/2026,K.RC.Genk A,R.Standard de Liège A,,,1483.92,1486.25,0.4966,0.5034,,,0.0,1483.92,1486.25
22/02/2026,RAAL La Louviere A,Yellow-Red KV.Mechelen A,,,1446.54,1532.84,0.3783,0.6217,,,0.0,1446.54,1532.84
22/02/2026,K.VC.Westerlo A,SP du Pays de Charleroi A,,,1490.62,1465.55,0.536,0.464,,,0.0,1490.62,1465.55
22/02/2026,K.AA.Gent A,Cercle Brugge K.SV. A,,,1467.94,1416.7,0.5732,0.4268,,,0.0,1467.94,1416.7
22/02/2026,Club Brugge KV. A,Oud-Heverlee Leuven A,,,1570.65,1457.48,0.6573,0.3427,,,0.0,1570.65,1457.48
01/03/2026,Cercle Brugge K.SV. A,FC.V.Dender E.H.,,,1416.7,1396.05,0.5297,0.4703,,,0.0,1416.7,1396.05
01/03/2026,R.Antwerp F.C. A,K.St.-Truidense VV. A,,,1516.58,1559.49,0.4386,0.5614,,,0.0,1516.58,1559.49
01/03/2026,K.RC.Genk A,K.AA.Gent A,,,1483.92,1467.94,0.523,0.477,,,0.0,1483.92,1467.94
01/03/2026,SP du Pays de Charleroi A,Club Brugge KV. A,,,1465.55,1570.65,0.3532,0.6468,,,0.0,1465.55,1570.65
01/03/2026,R.SC.Anderlecht A,Oud-Heverlee Leuven A,,,1575.36,1457.48,0.6634,0.3366,,,0.0,1575.36,1457.48
01/03/2026,Yellow-Red KV.Mechelen A,SV.Zulte Waregem A,,,1532.84,1502.57,0.5434,0.4566,,,0.0,1532.84,1502.57
01/03/2026,K.VC.Westerlo A,R.Union St.-Gilloise A,,,1490.62,1631.46,0.3077,0.6923,,,0.0,1490.62,1631.46
01/03/2026,R.Standard de Liège A,RAAL La Louviere A,,,1486.25,1446.54,0.5569,0.4431,,,0.0,1486.25,1446.54
08/03/2026,FC.V.Dender E.H.,SP du Pays de Charleroi A,,,1396.05,1465.55,0.4013,0.5987,,,0.0,1396.05,1465.55
08/03/2026,RAAL La Louviere A,R.Antwerp F.C. A,,,1446.54,1516.58,0.4005,0.5995,,,0.0,1446.54,1516.58
08/03/2026,R.Union St.-Gilloise A,K.RC.Genk A,,,1631.46,1483.92,0.7004,0.2996,,,0.0,1631.46,1483.92
08/03/2026,SV.Zulte Waregem A,R.Standard de Liège A,,,1502.57,1486.25,0.5235,0.4765,,,0.0,1502.57,1486.25
08/03/2026,Club Brugge KV. A,R.SC.Anderlecht A,,,1570.65,1575.36,0.4932,0.5068,,,0.0,1570.65,1575.36
08/03/2026,K.AA.Gent A,Yellow-Red KV.Mechelen A,,,1467.94,1532.84,0.4077,0.5923,,,0.0,1467.94,1532.84
08/03/2026,K.St.-Truidense VV. A,Cercle Brugge K.SV. A,,,1559.49,1416.7,0.6947,0.3053,,,0.0,1559.49,1416.7
08/03/2026,Oud-Heverlee Leuven A,K.VC.Westerlo A,,,1457.48,1490.62,0.4525,0.5475,,,0.0,1457.48,1490.62
15/03/2026,SP du Pays de Charleroi A,Oud-Heverlee Leuven A,,,1465.55,1457.48,0.5116,0.4884,,,0.0,1465.55,1457.48
15/03/2026,K.RC.Genk A,K.St.-Truidense VV. A,,,1483.92,1559.49,0.3929,0.6071,,,0.0,1483.92,1559.49
15/03/2026,R.Antwerp F.C. A,R.Standard de Liège A,,,1516.58,1486.25,0.5435,0.4565,,,0.0,1516.58,1486.25
15/03/2026,Cercle Brugge K.SV. A,RAAL La Louviere A,,,1416.7,1446.54,0.4572,0.5428,,,0.0,1416.7,1446.54
15/03/2026,K.AA.Gent A,SV.Zulte Waregem A,,,1467.94,1502.57,0.4503,0.5497,,,0.0,1467.94,1502.57
15/03/2026,Yellow-Red KV.Mechelen A,R.SC.Anderlecht A,,,1532.84,1575.36,0.4391,0.5609,,,0.0,1532.84,1575.36
15/03/2026,K.VC.Westerlo A,Club Brugge KV. A,,,1490.62,1570.65,0.3868,0.6132,,,0.0,1490.62,1570.65
15/03/2026,R.Union St.-Gilloise A,FC.V.Dender E.H.,,,1631.46,1396.05,0.795,0.205,,,0.0,1631.46,1396.05
22/03/2026,SV.Zulte Waregem A,SP du Pays de Charleroi A,,,1502.57,1465.55,0.5531,0.4469,,,0.0,1502.57,1465.55
22/03/2026,R.SC.Anderlecht A,Cercle Brugge K.SV. A,,,1575.36,1416.7,0.7137,0.2863,,,0.0,1575.36,1416.7
22/03/2026,K.St.-Truidense VV. A,R.Union St.-Gilloise A,,,1559.49,1631.46,0.3979,0.6021,,,0.0,1559.49,1631.46
22/03/2026,Oud-Heverlee Leuven A,R.Antwerp F.C. A,,,1457.48,1516.58,0.4158,0.5842,,,0.0,1457.48,1516.58
22/03/2026,FC.V.Dender E.H.,K.AA.Gent A,,,1396.05,1467.94,0.398,0.602,,,0.0,1396.05,1467.94
22/03/2026,R.Standard de Liège A,K.VC.Westerlo A,,,1486.25,1490.62,0.4937,0.5063,,,0.0,1486.25,1490.62
22/03/2026,Club Brugge KV. A,Yellow-Red KV.Mechelen A,,,1570.65,1532.84,0.5542,0.4458,,,0.0,1570.65,1532.84
22/03/2026,RAAL La Louviere A,K.RC.Genk A,,,1446.54,1483.92,0.4464,0.5536,,,0.0,1446.54,1483.92
